,company_permalink,funding_round_permalink,funding_round_type,raised_amount_usd,permalink,name,homepage_url,category_list,status,country_code,state_code,region,city,primary_sector,main_sector
7,/organization/0xdata,/funding-round/e1cfcbe1bdf4c70277c5f29a3482f24e,venture,8900000.0,/organization/0xdata,H2O.ai,http://h2o.ai/,Analytics,operating,USA,CA,SF Bay Area,Mountain View,Analytics,"Social, Finance, Analytics, Advertising"
12,/organization/1-mainstream,/funding-round/b952cbaf401f310927430c97b68162ea,venture,5000000.0,/organization/1-mainstream,1 Mainstream,http://www.1mainstream.com,Apps|Cable|Distribution|Software,acquired,USA,CA,SF Bay Area,Cupertino,Apps,"News, Search and Messaging"
56,/organization/128-technology,/funding-round/fb6216a30cb566ede89e0bee0623a634,venture,11999347.0,/organization/128-technology,128 Technology,http://www.128technology.com/,Service Providers|Technology,operating,USA,MA,Boston,Burlington,Service Providers,Others
59,/organization/1366-technologies,/funding-round/424129ce1235cfab2655ee81305f7c2b,venture,15000000.0,/organization/1366-technologies,1366 Technologies,http://www.1366tech.com,Manufacturing,operating,USA,MA,Boston,Bedford,Manufacturing,Manufacturing
60,/organization/1366-technologies,/funding-round/6d3f3797371956ece035b8478c1441b2,venture,5000000.0,/organization/1366-technologies,1366 Technologies,http://www.1366tech.com,Manufacturing,operating,USA,MA,Boston,Bedford,Manufacturing,Manufacturing
61,/organization/1366-technologies,/funding-round/786f61aa9866f4471151285f5c56be36,venture,5150000.0,/organization/1366-technologies,1366 Technologies,http://www.1366tech.com,Manufacturing,operating,USA,MA,Boston,Bedford,Manufacturing,Manufacturing
62,/organization/1366-technologies,/funding-round/82ace97530965cd2be8f262836b43ff5,venture,12400000.0,/organization/1366-technologies,1366 Technologies,http://www.1366tech.com,Manufacturing,operating,USA,MA,Boston,Bedford,Manufacturing,Manufacturing
63,/organization/1366-technologies,/funding-round/ab99fc5a53717b1b53fd6aa5687c5fa9,venture,6000000.0,/organization/1366-technologies,1366 Technologies,http://www.1366tech.com,Manufacturing,operating,USA,MA,Boston,Bedford,Manufacturing,Manufacturing
74,/organization/170-systems,/funding-round/b84bb882ca873f5fb96535671981196d,venture,14000000.0,/organization/170-systems,170 Systems,http://www.170systems.com,Software,acquired,USA,MA,Boston,Bedford,Software,Others
77,/organization/17zuoye,/funding-round/69690484f51e15bc27ff52bfe472cd96,venture,5000000.0,/organization/17zuoye,17zuoye,http://www.17zuoye.com/,Education|Language Learning,operating,USA,VA,VA - Other,Shanghai,Education,Others
78,/organization/17zuoye,/funding-round/8d87f771e938e0f31641bd600abbafca,venture,10000000.0,/organization/17zuoye,17zuoye,http://www.17zuoye.com/,Education|Language Learning,operating,USA,VA,VA - Other,Shanghai,Education,Others
83,/organization/1bog,/funding-round/3d2463c9b97f32b3be8747fbd629961f,venture,5000000.0,/organization/1bog,One Block Off the Grid (1BOG),http://1bog.org,Clean Technology|Residential Solar,closed,USA,CA,SF Bay Area,San Francisco,Clean Technology,Cleantech / Semiconductors
98,/organization/1stdibs,/funding-round/292b074d073fdd9c7e9d8f372c3aa5f6,venture,15000000.0,/organization/1stdibs,1stdibs,http://www.1stdibs.com,E-Commerce,operating,USA,NY,New York City,New York,E-Commerce,Others
111,/organization/2080-media,/funding-round/281939941d4818948129b8349dbf5f14,venture,8000000.0,/organization/2080-media,2080 Media,,News,operating,USA,GA,Atlanta,Atlanta,News,"News, Search and Messaging"
116,/organization/2080-media,/funding-round/fbbda7a2eacc73185353890b9028797c,venture,7200000.0,/organization/2080-media,2080 Media,,News,operating,USA,GA,Atlanta,Atlanta,News,"News, Search and Messaging"
124,/organization/21e6,/funding-round/bdf9f5bf67ee51155eae223acac57ec5,venture,5050000.0,/organization/21e6,21 Inc,https://21.co,Big Data|Bitcoin|Hardware + Software|Technology,operating,USA,CA,SF Bay Area,San Francisco,Big Data,"Social, Finance, Analytics, Advertising"
128,/organization/22nd-century-group,/funding-round/50617d7ea8eaa838e2fd8eb8dfe06054,venture,10000000.0,/organization/22nd-century-group,22nd Century Group,http://www.xxiicentury.com,Biotechnology,ipo,USA,NY,NY - Other,Clarence,Biotechnology,Cleantech / Semiconductors
135,/organization/23andme,/funding-round/97062e0d50c2955cbe40bf8220d87b08,venture,9000000.0,/organization/23andme,23andMe,http://23andme.com,Biotechnology|Search,operating,USA,CA,SF Bay Area,Mountain View,Biotechnology,Cleantech / Semiconductors
138,/organization/23andme,/funding-round/c27c1b420dfb34677a6ba449524f1c88,venture,12600000.0,/organization/23andme,23andMe,http://23andme.com,Biotechnology|Search,operating,USA,CA,SF Bay Area,Mountain View,Biotechnology,Cleantech / Semiconductors
140,/organization/23andme,/funding-round/f261366b4fbf1840ad71b20ea0d9c7ce,venture,9000000.0,/organization/23andme,23andMe,http://23andme.com,Biotechnology|Search,operating,USA,CA,SF Bay Area,Mountain View,Biotechnology,Cleantech / Semiconductors
154,/organization/28msec,/funding-round/ce3a68e4a52892784f1ad085e5d7035a,venture,5844811.0,/organization/28msec,28msec,http://www.28msec.com,Cloud Computing|Databases|Software|Web Development,operating,USA,CA,SF Bay Area,Palo Alto,Cloud Computing,"News, Search and Messaging"
177,/organization/2nd-watch,/funding-round/08108acd1a58480a1331ee7d4bc9abda,venture,10000000.0,/organization/2nd-watch,2nd Watch,http://2ndwatch.com,Cloud Infrastructure|Corporate IT|Enterprise Software,operating,USA,WA,Seattle,Seattle,Cloud Infrastructure,"News, Search and Messaging"
188,/organization/2u,/funding-round/27a95d0c30dc3973c48cbd363df0a900,venture,5100000.0,/organization/2u,2U Inc.,http://2u.com,EdTech|Education|Software,ipo,USA,MD,MD - Other,Hyattsville,EdTech,Others
190,/organization/2u,/funding-round/54874a891ac80a0a6b87e6a8eaf79fe8,venture,10000000.0,/organization/2u,2U Inc.,http://2u.com,EdTech|Education|Software,ipo,USA,MD,MD - Other,Hyattsville,EdTech,Others
200,/organization/3-v-biosciences,/funding-round/069e2f1ded2f499d232c3d7ec762c0e2,venture,14278567.0,/organization/3-v-biosciences,3-V Biosciences,http://www.3vbio.com,Biotechnology,operating,USA,CA,SF Bay Area,Menlo Park,Biotechnology,Cleantech / Semiconductors
202,/organization/3-v-biosciences,/funding-round/46d6b237a6ec43e6c1682e15861e3d4b,venture,8089000.0,/organization/3-v-biosciences,3-V Biosciences,http://www.3vbio.com,Biotechnology,operating,USA,CA,SF Bay Area,Menlo Park,Biotechnology,Cleantech / Semiconductors
205,/organization/3-v-biosciences,/funding-round/e4061ffff8109f50ccec406a3a56d7e5,venture,7610000.0,/organization/3-v-biosciences,3-V Biosciences,http://www.3vbio.com,Biotechnology,operating,USA,CA,SF Bay Area,Menlo Park,Biotechnology,Cleantech / Semiconductors
211,/organization/33across,/funding-round/a45d977b48cb54216eb705d59b24ca19,venture,13100000.0,/organization/33across,33Across,http://www.33across.com,Advertising|Advertising Platforms|Content Discovery|Internet|Social Media|Social Media Platforms|Social Network Media,operating,USA,NY,New York City,New York,Advertising,"Social, Finance, Analytics, Advertising"
213,/organization/33across,/funding-round/bfc2233768b7c79ed58ad7561423e555,venture,9000000.0,/organization/33across,33Across,http://www.33across.com,Advertising|Advertising Platforms|Content Discovery|Internet|Social Media|Social Media Platforms|Social Network Media,operating,USA,NY,New York City,New York,Advertising,"Social, Finance, Analytics, Advertising"
216,/organization/360commerce,/funding-round/1c51042e815e96ed2653ae9ced99dfc4,venture,12000000.0,/organization/360commerce,360Commerce,,Information Technology|Retail|Software,acquired,USA,TX,Austin,Austin,Information Technology,"Social, Finance, Analytics, Advertising"
236,/organization/3crowd-technologies,/funding-round/7e23cf22ef559e7661b14b6a3edf6ea3,venture,6620000.0,/organization/3crowd-technologies,XDN/3Crowd Technologies,http://www.3crowd.com,Enterprise Software,acquired,USA,CA,SF Bay Area,San Mateo,Enterprise Software,Others
252,/organization/3d-robotics,/funding-round/2785595770e91ab8fd4854ef125ec563,venture,5000000.0,/organization/3d-robotics,3D Robotics,http://3drobotics.com,Drones|Manufacturing,operating,USA,CA,San Diego,San Diego,Drones,Automotive & Sports
253,/organization/3d-robotics,/funding-round/7ca0d4dc119b6d65eebfb352c3544542,venture,14000000.0,/organization/3d-robotics,3D Robotics,http://3drobotics.com,Drones|Manufacturing,operating,USA,CA,San Diego,San Diego,Drones,Automotive & Sports
277,/organization/3dr-laboratories,/funding-round/a59383c16e0c6b6ec964cee38da65e23,venture,7200000.0,/organization/3dr-laboratories,3DR Laboratories,http://www.3drinc.com,Biotechnology,operating,USA,KY,Louisville,Louisville,Biotechnology,Cleantech / Semiconductors
288,/organization/3leaf,/funding-round/922e9e181fbd969dea0d5e47550c1ec8,venture,10000000.0,/organization/3leaf,3Leaf,http://www.3leafsystems.com,Web Hosting,acquired,USA,CA,SF Bay Area,Santa Clara,Web Hosting,Others
295,/organization/3pillar-global,/funding-round/5e3af748b15d27446e226604e4600531,venture,12000000.0,/organization/3pillar-global,3Pillar Global,http://www.3pillarglobal.com,Consulting|Software,operating,USA,VA,"Washington, D.C.",Fairfax,Consulting,"Social, Finance, Analytics, Advertising"
297,/organization/3pillar-global,/funding-round/faa9ac3cc0d859ccd890515fd9795b34,venture,10000000.0,/organization/3pillar-global,3Pillar Global,http://www.3pillarglobal.com,Consulting|Software,operating,USA,VA,"Washington, D.C.",Fairfax,Consulting,"Social, Finance, Analytics, Advertising"
307,/organization/3scan,/funding-round/44ca72d20d7d6fa8519234b011f2bace,venture,6673012.0,/organization/3scan,3Scan,http://www.3scan.com,Biotechnology,operating,USA,CA,SF Bay Area,San Francisco,Biotechnology,Cleantech / Semiconductors
310,/organization/3si-security-systems,/funding-round/eecf7b57ea8520963860756d625703b9,venture,13000000.0,/organization/3si-security-systems,3SI Security Systems,https://www.3sisecurity.com/,Physical Security|Security,operating,USA,PA,Philadelphia,Malvern,Physical Security,Others
315,/organization/3tier-environmental-forecast-group,/funding-round/b08da542104f782086144d3fe9591aa6,venture,10000000.0,/organization/3tier-environmental-forecast-group,3TIER,http://www.3tier.com/en,Clean Technology,acquired,USA,WA,Seattle,Seattle,Clean Technology,Cleantech / Semiconductors
319,/organization/3vr-security,/funding-round/2d9a06be3782f61e44be54d90615e36e,venture,8000000.0,/organization/3vr-security,3VR,http://www.3vr.com,Security,operating,USA,CA,SF Bay Area,San Francisco,Security,Others
322,/organization/3vr-security,/funding-round/b8b7b0c0c6ba2cd58d242d9f401a09c9,venture,5000000.0,/organization/3vr-security,3VR,http://www.3vr.com,Security,operating,USA,CA,SF Bay Area,San Francisco,Security,Others
323,/organization/3vr-security,/funding-round/bfc4aa679e5c96924732da5a32030ef2,venture,12000000.0,/organization/3vr-security,3VR,http://www.3vr.com,Security,operating,USA,CA,SF Bay Area,San Francisco,Security,Others
324,/organization/3vr-security,/funding-round/c68aee621fee8ee1f667f6f866554f30,venture,10000000.0,/organization/3vr-security,3VR,http://www.3vr.com,Security,operating,USA,CA,SF Bay Area,San Francisco,Security,Others
325,/organization/3vr-security,/funding-round/c7003d1375a49db67f94ebbc3016d920,venture,9000000.0,/organization/3vr-security,3VR,http://www.3vr.com,Security,operating,USA,CA,SF Bay Area,San Francisco,Security,Others
341,/organization/41st-parameter,/funding-round/35f94245f344592c9852164e93e35f35,venture,11200000.0,/organization/41st-parameter,41st Parameter,http://www.the41st.com,Security,acquired,USA,CA,SF Bay Area,San Jose,Security,Others
342,/organization/41st-parameter,/funding-round/427b12167552244d093895892b6b7122,venture,10070000.0,/organization/41st-parameter,41st Parameter,http://www.the41st.com,Security,acquired,USA,CA,SF Bay Area,San Jose,Security,Others
343,/organization/41st-parameter,/funding-round/6bd9683aa1fbe7c966dfef630c096d13,venture,13000000.0,/organization/41st-parameter,41st Parameter,http://www.the41st.com,Security,acquired,USA,CA,SF Bay Area,San Jose,Security,Others
349,/organization/42floors,/funding-round/b9050f1052d6caa5fbca1a1a9f86f93f,venture,12000000.0,/organization/42floors,42Floors,http://42floors.com,Commercial Real Estate|Real Estate,operating,USA,CA,SF Bay Area,San Francisco,Commercial Real Estate,"News, Search and Messaging"
350,/organization/42floors,/funding-round/cc48bd0e08605c35cf4d67942b20321f,venture,5000000.0,/organization/42floors,42Floors,http://42floors.com,Commercial Real Estate|Real Estate,operating,USA,CA,SF Bay Area,San Francisco,Commercial Real Estate,"News, Search and Messaging"
352,/organization/480-biomedical,/funding-round/23d30096c6c31691dff8ff1b782eeba2,venture,15000000.0,/organization/480-biomedical,480 Biomedical,http://www.480biomedical.com,Biotechnology,operating,USA,MA,Boston,Watertown,Biotechnology,Cleantech / Semiconductors
355,/organization/480-biomedical,/funding-round/9ac5a9d063b32414fe28224f33a15865,venture,10500000.0,/organization/480-biomedical,480 Biomedical,http://www.480biomedical.com,Biotechnology,operating,USA,MA,Boston,Watertown,Biotechnology,Cleantech / Semiconductors
360,/organization/4d-molecular-therapeutics,/funding-round/3b3bc42a55a1429e783e6df058dc3676,venture,6999995.0,/organization/4d-molecular-therapeutics,4D Molecular Therapeutics,http://www.4dmoleculartherapeutics.com,Biotechnology,operating,USA,CA,SF Bay Area,Emeryville,Biotechnology,Cleantech / Semiconductors
372,/organization/4info,/funding-round/30959bbdf1abe7337856d98be84c5d22,venture,10000000.0,/organization/4info,4INFO,http://www.4info.com,Ad Targeting|Big Data Analytics|Mobile Advertising,operating,USA,CA,SF Bay Area,San Mateo,Ad Targeting,"Social, Finance, Analytics, Advertising"
374,/organization/4info,/funding-round/603f50301d1e1ac7af790d2995f9c97a,venture,8000000.0,/organization/4info,4INFO,http://www.4info.com,Ad Targeting|Big Data Analytics|Mobile Advertising,operating,USA,CA,SF Bay Area,San Mateo,Ad Targeting,"Social, Finance, Analytics, Advertising"
375,/organization/4info,/funding-round/632521040f9dc01fd294156a72bf1cf7,venture,8000000.0,/organization/4info,4INFO,http://www.4info.com,Ad Targeting|Big Data Analytics|Mobile Advertising,operating,USA,CA,SF Bay Area,San Mateo,Ad Targeting,"Social, Finance, Analytics, Advertising"
376,/organization/4info,/funding-round/acf6113885ae9c45d17726e67b68b14f,venture,14000000.0,/organization/4info,4INFO,http://www.4info.com,Ad Targeting|Big Data Analytics|Mobile Advertising,operating,USA,CA,SF Bay Area,San Mateo,Ad Targeting,"Social, Finance, Analytics, Advertising"
399,/organization/500friends,/funding-round/49bd1fdc33b9f029793979be0d10a4b9,venture,5000000.0,/organization/500friends,500Friends,http://www.500Friends.com,E-Commerce|Enterprise Software|Loyalty Programs|Social Media,acquired,USA,CA,SF Bay Area,San Francisco,E-Commerce,Others
411,/organization/5min,/funding-round/3dc5ee98a612bdc7b9066619e5882b67,venture,5000000.0,/organization/5min,5min Media,http://www.5minmedia.com,Education|Games|Video,acquired,USA,NY,New York City,New York,Education,Others
413,/organization/5min,/funding-round/dfaaa3032b59dd4b69e6f957b48787fc,venture,7500000.0,/organization/5min,5min Media,http://www.5minmedia.com,Education|Games|Video,acquired,USA,NY,New York City,New York,Education,Others
417,/organization/5th-finger,/funding-round/8a6dcd4f7561e2b562028f2d815178fb,venture,7000000.0,/organization/5th-finger,5th Finger,http://www.5thFinger.com,Mobile,acquired,USA,CA,SF Bay Area,San Francisco,Mobile,"News, Search and Messaging"
421,/organization/5to1,/funding-round/dd8d305d95fd07fcec3057e5b278031e,venture,6500000.0,/organization/5to1,5to1,http://www.5to1.com,Advertising|Internet|Internet Marketing,acquired,USA,WA,Seattle,Seattle,Advertising,"Social, Finance, Analytics, Advertising"
422,/organization/5to1,/funding-round/f571afe79741dd56a278ab38c63c1d31,venture,6309744.0,/organization/5to1,5to1,http://www.5to1.com,Advertising|Internet|Internet Marketing,acquired,USA,WA,Seattle,Seattle,Advertising,"Social, Finance, Analytics, Advertising"
436,/organization/6fusion,/funding-round/145accf2a967f19180a844065eec8078,venture,10918865.0,/organization/6fusion,6fusion,http://www.6fusion.com,Enterprise Software,operating,USA,NC,Raleigh,Raleigh,Enterprise Software,Others
438,/organization/6fusion,/funding-round/cd3a477ec07d6578d3632284f7ef0f8b,venture,7000000.0,/organization/6fusion,6fusion,http://www.6fusion.com,Enterprise Software,operating,USA,NC,Raleigh,Raleigh,Enterprise Software,Others
443,/organization/6sense,/funding-round/d8898afe5e8ea04b9e4ea0464b7b2776,venture,12000000.0,/organization/6sense,6sense,http://www.6sense.com,B2B|Predictive Analytics|Sales and Marketing,operating,USA,CA,SF Bay Area,San Francisco,B2B,"Social, Finance, Analytics, Advertising"
447,/organization/6th-sense-analytics,/funding-round/cd61853ebd84ed7b88961476c709d839,venture,5000000.0,/organization/6th-sense-analytics,6th Sense Analytics,http://www.sixthsenseanalytics.com,Software,acquired,USA,NC,Raleigh,Morrisville,Software,Others
456,/organization/7-star-entertainment,/funding-round/7db2e0412185f592d15df25f0e76c313,venture,10000000.0,/organization/7-star-entertainment,7 Star Entertainment,http://www.7starent.com,Games,operating,USA,FL,Ft. Lauderdale,Pompano Beach,Games,Entertainment
493,/organization/80th-street-residence-facc-fund-i,/funding-round/61627ed920be35cfea88aed5a939cfcf,venture,5100000.0,/organization/80th-street-residence-facc-fund-i,80th Street Residence FACC Fund I,,Health and Wellness,operating,USA,CA,Anaheim,Newport Beach,Health and Wellness,Health
499,/organization/8dworld,/funding-round/ab2db8ac1e851867a37b3880a2eda6b0,venture,5250000.0,/organization/8dworld,8D World,http://www.8dworld.com/English/Home.html,Games|Virtual Worlds,closed,USA,MA,Boston,Woburn,Games,Entertainment
500,/organization/8dworld,/funding-round/ca5833d22f42a788838850faf2774f3e,venture,7000000.0,/organization/8dworld,8D World,http://www.8dworld.com/English/Home.html,Games|Virtual Worlds,closed,USA,MA,Boston,Woburn,Games,Entertainment
514,/organization/908-devices,/funding-round/6cf034e663f0c22047d4a82a499a685b,venture,7000000.0,/organization/908-devices,908 Devices,http://908devices.com,Manufacturing,operating,USA,MA,Boston,Boston,Manufacturing,Manufacturing
516,/organization/908-devices,/funding-round/d0b6f0eb32eb1b13e776213580bccd7a,venture,11600000.0,/organization/908-devices,908 Devices,http://908devices.com,Manufacturing,operating,USA,MA,Boston,Boston,Manufacturing,Manufacturing
517,/organization/908-devices,/funding-round/f8645685b5da5847400cb677e700cbb8,venture,8100000.0,/organization/908-devices,908 Devices,http://908devices.com,Manufacturing,operating,USA,MA,Boston,Boston,Manufacturing,Manufacturing
525,/organization/955-dreams,/funding-round/d6d2b38777cd16cc7d81485aa76befcf,venture,7200000.0,/organization/955-dreams,Applauze,http://applauze.com,Mobile|Publishing,operating,USA,CA,SF Bay Area,Mountain View,Mobile,"News, Search and Messaging"
531,/organization/99designs,/funding-round/c346c60de23a3887e7de8b50c1dc160b,venture,10000000.0,/organization/99designs,99designs,http://99designs.com,Crowdsourcing|Design|Marketplaces|Online Shopping,operating,USA,CA,SF Bay Area,Oakland,Crowdsourcing,"Social, Finance, Analytics, Advertising"
549,/organization/a-bit-lucky,/funding-round/fd5a8098be07e043d04a9c024f70fa56,venture,7712103.0,/organization/a-bit-lucky,A Bit Lucky,http://www.abitlucky.com,Games|Social Games,closed,USA,CA,SF Bay Area,San Mateo,Games,Entertainment
559,/organization/a-la-mobile,/funding-round/0a1d4a48318d22a37f2a47317c519938,venture,6750000.0,/organization/a-la-mobile,A la Mobile,http://www.a-la-mobile.com,Mobile,operating,USA,CA,SF Bay Area,San Ramon,Mobile,"News, Search and Messaging"
566,/organization/a-p-pharma,/funding-round/88ab1a0d23b11f35fdcbb9a7c35ac694,venture,8142817.0,/organization/a-p-pharma,A.P.Pharma,http://appharma.com,Biotechnology,operating,USA,CA,SF Bay Area,Redwood City,Biotechnology,Cleantech / Semiconductors
574,/organization/a10-networks,/funding-round/539dbc26af5d3d29a18050e6caa38000,venture,6000000.0,/organization/a10-networks,A10 Networks,http://www.a10networks.com,Cloud Computing|Communications Hardware|Hardware|Networking|Optimization|Security|SEO|Technology|Virtualization|Web Hosting,ipo,USA,CA,SF Bay Area,San Jose,Cloud Computing,"News, Search and Messaging"
577,/organization/a10-networks,/funding-round/ff26c0a8d867f8c94613f6863fe3d19b,venture,9000000.0,/organization/a10-networks,A10 Networks,http://www.a10networks.com,Cloud Computing|Communications Hardware|Hardware|Networking|Optimization|Security|SEO|Technology|Virtualization|Web Hosting,ipo,USA,CA,SF Bay Area,San Jose,Cloud Computing,"News, Search and Messaging"
592,/organization/aardvark,/funding-round/de4e4852f99119a1fa533db30d1ab520,venture,5250000.0,/organization/aardvark,Aardvark,http://googleblog.blogspot.com/2011/09/fall-spring-clean.html,Search,acquired,USA,CA,SF Bay Area,San Francisco,Search,"News, Search and Messaging"
593,/organization/aarohi-communication,/funding-round/84f519482b29b686a0c6b59ff383d386,venture,6000000.0,/organization/aarohi-communication,Aarohi communication,http://www.aarohi.net/,Application Platforms|Communications Infrastructure|Storage,acquired,USA,CA,SF Bay Area,San Jose,Application Platforms,"News, Search and Messaging"
594,/organization/aarohi-communication,/funding-round/b0f47948e427b6c91a50128373273abf,venture,8000000.0,/organization/aarohi-communication,Aarohi communication,http://www.aarohi.net/,Application Platforms|Communications Infrastructure|Storage,acquired,USA,CA,SF Bay Area,San Jose,Application Platforms,"News, Search and Messaging"
642,/organization/abeona-therapeutics,/funding-round/18922e12a3a43e1a802cde0f7fe954b1,venture,8500000.0,/organization/abeona-therapeutics,Abeona Therapeutics,http://abeonatherapeutics.com,Biotechnology,operating,USA,OH,Cleveland,Cleveland,Biotechnology,Cleantech / Semiconductors
645,/organization/abes-market,/funding-round/10f337a37b1c3eab92d52e582b273c9d,venture,5000000.0,/organization/abes-market,Abe's Market,http://www.abesmarket.com,E-Commerce,operating,USA,IL,Chicago,Chicago,E-Commerce,Others
646,/organization/abes-market,/funding-round/2062fd418fa50c44123f623ad2ca3013,venture,10000000.0,/organization/abes-market,Abe's Market,http://www.abesmarket.com,E-Commerce,operating,USA,IL,Chicago,Chicago,E-Commerce,Others
649,/organization/abgenomics,/funding-round/028f5494c77ac2cd67d9fc80bd9757ca,venture,13160000.0,/organization/abgenomics,AbGenomics,http://abgenomics.com,Biotechnology,operating,USA,CA,SF Bay Area,Los Altos,Biotechnology,Cleantech / Semiconductors
651,/organization/abgenomics,/funding-round/ca40d817f7873398e24afb2a89454f6e,venture,9600000.0,/organization/abgenomics,AbGenomics,http://abgenomics.com,Biotechnology,operating,USA,CA,SF Bay Area,Los Altos,Biotechnology,Cleantech / Semiconductors
658,/organization/ability-network,/funding-round/b8cc7365f0609dcf1fc9b915c7bcf3bb,venture,5000000.0,/organization/ability-network,ABILITY Network,http://www.abilitynetwork.com,Health Care,operating,USA,MN,Minneapolis,Minneapolis,Health Care,Health
659,/organization/abilto,/funding-round/3493aef8ac2dd0e24ebe66801dc28fde,venture,6000000.0,/organization/abilto,AbilTo,http://www.abilto.com,Curated Web|Health and Wellness|Health Care|Internet|Medical|Psychology|Teachers|Technology|Therapeutics|VoIP|Web Development,operating,USA,NY,New York City,New York,Curated Web,"News, Search and Messaging"
660,/organization/abilto,/funding-round/7cf800ea20eaa3e9cae70dc2f862b13e,venture,12000000.0,/organization/abilto,AbilTo,http://www.abilto.com,Curated Web|Health and Wellness|Health Care|Internet|Medical|Psychology|Teachers|Technology|Therapeutics|VoIP|Web Development,operating,USA,NY,New York City,New York,Curated Web,"News, Search and Messaging"
662,/organization/abine,/funding-round/6dd104a50b0547bd870cea2ae41a76b1,venture,6467283.0,/organization/abine,Abine,http://www.abine.com,Curated Web|Privacy,operating,USA,MA,Boston,Boston,Curated Web,"News, Search and Messaging"
667,/organization/abiquo-group,/funding-round/2e57f16b15f773ee7e7bef09cfe5077d,venture,5000000.0,/organization/abiquo-group,Abiquo Group,http://www.abiquo.com,Cloud Computing|Cloud Infrastructure|Cloud Management|M2M|Open Source|Software|Virtualization|Web Hosting,operating,USA,CA,SF Bay Area,Redwood City,Cloud Computing,"News, Search and Messaging"
676,/organization/abiquo-group,/funding-round/f6506e1f9511b1860ab980d7673ee5c6,venture,10000000.0,/organization/abiquo-group,Abiquo Group,http://www.abiquo.com,Cloud Computing|Cloud Infrastructure|Cloud Management|M2M|Open Source|Software|Virtualization|Web Hosting,operating,USA,CA,SF Bay Area,Redwood City,Cloud Computing,"News, Search and Messaging"
681,/organization/ablative-solutions,/funding-round/220fd3136cf5c4b50daf7e0c31cf3ef4,venture,9575077.0,/organization/ablative-solutions,Ablative Solutions,http://ablativesolutions.com,Biotechnology,operating,USA,MI,Kalamazoo,Kalamazoo,Biotechnology,Cleantech / Semiconductors
682,/organization/ablative-solutions,/funding-round/242d60c45c49ad0eb2e4bc1e72bdf90b,venture,5300000.0,/organization/ablative-solutions,Ablative Solutions,http://ablativesolutions.com,Biotechnology,operating,USA,MI,Kalamazoo,Kalamazoo,Biotechnology,Cleantech / Semiconductors
685,/organization/ablative-solutions,/funding-round/f729abc7a474b81d42b4da0a5fdbaf62,venture,14590000.0,/organization/ablative-solutions,Ablative Solutions,http://ablativesolutions.com,Biotechnology,operating,USA,MI,Kalamazoo,Kalamazoo,Biotechnology,Cleantech / Semiconductors
688,/organization/able,/funding-round/3b1c601e8c9dc039cb3ec1dcb8e5f3c0,venture,6000000.0,/organization/able,Able Lending,https://www.ablelending.com/,Collaboration|Credit|Curated Web|Entrepreneur|Finance|FinTech|Small and Medium Businesses,operating,USA,TX,Austin,Austin,Collaboration,"Social, Finance, Analytics, Advertising"
689,/organization/able,/funding-round/62db90e1dc4b73469dbe610a8f6b9159,venture,5000000.0,/organization/able,Able Lending,https://www.ablelending.com/,Collaboration|Credit|Curated Web|Entrepreneur|Finance|FinTech|Small and Medium Businesses,operating,USA,TX,Austin,Austin,Collaboration,"Social, Finance, Analytics, Advertising"
690,/organization/able,/funding-round/8b77ad74ebdf3c75d527e56e2ccb21a8,venture,5000000.0,/organization/able,Able Lending,https://www.ablelending.com/,Collaboration|Credit|Curated Web|Entrepreneur|Finance|FinTech|Small and Medium Businesses,operating,USA,TX,Austin,Austin,Collaboration,"Social, Finance, Analytics, Advertising"
695,/organization/able-planet,/funding-round/869dd4ecb025b34c03695ccaf32478ea,venture,5324000.0,/organization/able-planet,Able Planet,http://www.ableplanet.com,Hardware + Software,operating,USA,CO,Denver,Wheat Ridge,Hardware + Software,Manufacturing
699,/organization/ablexis,/funding-round/1ce06b0712be0dd9f55cf4cebc769067,venture,12000000.0,/organization/ablexis,Ablexis,http://www.ablexis.com,Biotechnology,operating,USA,CA,SF Bay Area,San Francisco,Biotechnology,Cleantech / Semiconductors
711,/organization/aboutme,/funding-round/42d1fa6c25ed751732c6c20f703c0227,venture,11000000.0,/organization/aboutme,about.me,http://about.me,Curated Web|Identity|Identity Management,operating,USA,CA,SF Bay Area,San Francisco,Curated Web,"News, Search and Messaging"
712,/organization/aboutme,/funding-round/43add857f84f84cc3d79ae656b11e1cf,venture,5675000.0,/organization/aboutme,about.me,http://about.me,Curated Web|Identity|Identity Management,operating,USA,CA,SF Bay Area,San Francisco,Curated Web,"News, Search and Messaging"
723,/organization/above-all-software,/funding-round/022e0561bb09c8a0b620ac0b8d7009ff,venture,11500000.0,/organization/above-all-software,Above All Software,,Software,operating,USA,CA,SF Bay Area,Redwood City,Software,Others
730,/organization/abra,/funding-round/cd7d853628a80a27c1aadcff92826550,venture,12000000.0,/organization/abra,Abra,http://goabra.com,Financial Services,operating,USA,CA,SF Bay Area,Mountain View,Financial Services,"Social, Finance, Analytics, Advertising"
743,/organization/abt-molecular-imaging,/funding-round/048d5b8e1a020bdc218ab8167661cf2c,venture,9000000.0,/organization/abt-molecular-imaging,ABT Molecular Imaging,http://advancedbiomarker.com,Health Care,operating,USA,TN,Knoxville,Knoxville,Health Care,Health
747,/organization/abt-molecular-imaging,/funding-round/5bea4f293613a8d5495b86d782838200,venture,6000000.0,/organization/abt-molecular-imaging,ABT Molecular Imaging,http://advancedbiomarker.com,Health Care,operating,USA,TN,Knoxville,Knoxville,Health Care,Health
